# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
axle;60;1416268203;41355464;223168960;84.37;450424;19652000;207630724;76.08
axle;60;1416268263;39345548;225178876;85.13;450468;21676808;207589624;76.07
axle;61;1416268323;39321944;225202480;85.13;450500;21695352;207589988;76.07
axle;60;1416268383;39363052;225161372;85.12;450544;21722444;207518032;76.04
axle;60;1416268443;39367224;225157200;85.12;450556;21724136;207518040;76.04
axle;60;1416268503;39273420;225251004;85.15;450584;21726276;207655348;76.09
axle;60;1416268563;37516264;227008160;85.82;450600;21727916;209402092;76.73
axle;60;1416268623;29153812;235370612;88.98;450616;21751628;217971124;79.87
axle;60;1416268683;30908060;233616364;88.32;450644;21758820;215966076;79.13
axle;60;1416268743;35123720;229400704;86.72;450664;21762096;211737532;77.59
axle;60;1416268803;37487884;227036540;85.83;450676;21764512;209360984;76.71
