# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
axle;60;1416268888;sda;38.68;0.00;9082.11;234.83;1.53;39.54;0.29;1.14
axle;60;1416268948;sda;3.00;0.00;506.51;169.07;0.01;2.66;0.22;0.07
axle;60;1416269008;sda;4.25;0.00;641.47;150.93;0.02;4.20;0.20;0.09
axle;60;1416269068;sda;4.20;0.00;719.01;171.37;0.02;5.33;0.30;0.13
axle;60;1416269128;sda;2.70;0.00;424.81;157.28;0.02;8.86;0.22;0.06
axle;60;1416269188;sda;1.55;0.00;69.73;44.99;0.00;0.13;0.13;0.02
axle;60;1416269248;sda;1.38;0.00;109.37;79.04;0.00;0.82;0.14;0.02
axle;60;1416269308;sda;1.67;0.00;97.47;58.48;0.00;0.08;0.04;0.01
axle;60;1416269368;sda;0.88;0.00;46.67;52.83;0.00;0.08;0.08;0.01
axle;60;1416269428;sda;1.32;0.00;76.72;58.23;0.00;0.00;0.00;0.00
axle;60;1416269488;sda;1.12;0.00;54.41;48.72;0.00;0.06;0.06;0.01
